PC1,PC2,PC3,PC4,PC5,Target Class,Predicted Class
2.210950906600549,-0.023351216264466332,1.0467030265374546,-0.1532956275911055,2.2389598943457365,1,0
-0.4064888751173274,2.816458717150279,-0.373505364936526,0.3916217249509632,0.504189390862702,1,1
-0.757909702488222,2.330350974276945,0.8916989291092912,-0.7272249944360623,-0.40698946268687775,1,1
1.865082726096369,1.9257510767850534,-0.15925276747797784,0.5901071085072798,0.13314130089057002,1,1
0.6315464195812188,2.278192209189764,-1.5396425331909835,-0.039869652099915324,0.6936037448199763,1,1
-3.5702356489789504,0.1536508424802545,-0.7422460484896929,-0.11294045267846654,0.8240203480579802,2,2
1.8913051309992008,-1.597036818878929,0.4797311901223345,-1.3598868011599616,-0.6679851222986518,0,0
-1.7030094713488424,-3.2693283131972186,0.8614801379566185,1.3275010911682703,-1.8044674127595792,2,2
0.2305257097678766,-0.3091598921972529,-0.02902445139316307,1.4834011738668553,0.37380552384006616,0,1
-2.9424448689873355,-2.2715069220930366,-0.45796962424383303,-0.17452831793806522,0.18972438323578075,2,2
-2.6814176707802035,1.1514944179223987,-1.9348673678962203,0.7629761894731274,0.1526295428828416,1,2
3.1334636597669903,-1.1921150172548098,-0.2693208468002646,0.08674522039875213,-0.6380254513498961,0,0
1.3831246558371844,1.1659620801218142,1.9025006254357988,-0.1720811110447895,-0.5614750435204833,1,1
2.1861708699222304,-0.8690729659136777,-1.7216689803160388,-0.05660811044268801,-0.6573471437494393,0,0
0.5683140416574751,0.8431473426540479,0.5019988833950568,-0.4827711912997697,-0.4854087598060836,1,1
2.2993040413374652,-1.4022892713139536,-0.16607648140543838,-0.2558525806913791,-0.3280340291091696,0,0
-1.4137457827321718,1.8838500296781717,0.8793440349289864,-0.23375577694901964,-0.8581727003502764,1,1
-2.996731185786943,-0.7522188263753292,-0.6908516759765134,-0.10990477014896412,0.8963956119509378,2,2
-4.673780585214039,-0.7098900140702011,-1.3811353200350673,0.9632993436407808,0.3538885425219724,2,2
2.1203123801170762,-1.2094436722770108,0.6661713141816197,0.45043184451350066,0.46122305050548984,0,0
0.9208863627733814,0.07523358757351231,-1.2647220161687287,-0.5654037502188617,-0.10413602830926612,0,0
-2.5790281429273176,-1.3042900626977656,-0.9795663076425246,0.5991235307534529,1.518025108023963,2,2
0.8154299272240205,2.1428326832733755,0.21252211130187865,0.23791908434641829,1.232349226737092,1,1
-1.0946969284927466,2.3040177410556315,-1.5699905566187726,-0.7403423378773868,0.7711409882166489,1,1
-3.5504494862648452,-0.33350065076797236,-1.073974847130452,1.8937265166465444e-05,-0.9097021249591667,2,2
1.7093642515348588,-1.5206728690248932,0.5629828486536634,-1.1577270418560381,0.02847553421871446,0,0
1.432704482369012,-1.4449270667746414,1.4681505460314501,-2.009136981162058,-0.760536360693362,0,0
3.1785546259152375,-1.5584586247043704,-0.37743549726539904,0.21549461065107822,-0.6987475549357488,0,0
1.058439867023423,-0.6011824099694361,0.727605632571036,-1.0160135851829393,0.04238963985605328,0,0
2.0736822082219724,-1.0202885685359606,1.4190799200146444,-0.2516555407142061,-1.0544425440082603,0,0
-0.7590143345944098,2.2394619806078486,-1.5250841842164147,-0.4227269681042639,0.6143535517627723,1,1
0.6295958886309465,2.3198446076022625,0.09185821010665185,1.152337046949747,0.3902826617601463,1,1
2.1884231829095278,-0.8679140786026837,1.037637953969422,0.9493684201937752,-0.8442873757359298,0,0
0.5720056215443895,1.4576009867371622,1.1488688244218814,1.3418876035000487,0.28284233242127754,1,1
-1.439822697667096,0.8799714839810552,3.135510618017117,1.3029190754747162,0.016517490100121653,1,1
0.8248754117571466,-1.7080872434492178,0.3877318294651584,0.647961407058172,0.12307348678072097,0,0
-1.9859782385131937,1.4900261815993787,3.1966852837369517,0.06551456682399646,-1.2568360243005339,1,1
2.011574526426548,0.2347266241099985,-1.8186633452449503,-0.3930144100099236,0.12068263966990915,0,0
-1.9431896055481934,0.8871069673032393,-0.568406282031364,-0.9389695781772358,0.7895497692255914,1,1
-4.4207824900987625,-0.5272744773435579,1.750885927730296,0.8497180401960257,-0.8634469913134631,2,2
0.4240338451858179,-0.16155863559972458,-0.6386387520020995,1.2016697325581212,-0.08726588990018641,0,0
3.086894700609622,-0.9883626217012366,-1.3206854425448797,0.24300299294915936,-2.254292242106184,0,0
0.01910386907672861,2.3642504116664873,-1.1476191121083508,-0.1579820116408536,-0.1273203892844083,1,1
1.628898208113613,-1.1095856718179984,-0.029824851653596135,0.3490190939335953,-0.7109041848255426,0,0
1.8420826841442945,-0.5004910590808631,1.5603454402369936,-0.7717613723227964,-0.9871251793547167,0,0
-2.7691522521543215,-0.45121480466841024,-0.15709449771544315,0.6637671391628783,-0.3668212993236201,2,2
-1.9839893950393113,1.362389894090038,-0.8984732233813272,-2.6977461126980837,-0.903986099556426,1,1
2.4842912279913625,-0.7707547957628349,-0.8884170919469628,0.2428792146757552,-0.384548803366602,0,0
-2.984474033911197,-2.1227298130434082,-0.1565712427386923,0.615499719748382,1.700890505949917,2,2
1.4595807793282292,-0.6200669651480988,0.05060752299887471,-0.29575554720313907,-0.9424405747136482,0,0
1.7800855867039307,1.3329507037228228,-0.9212903562854193,-0.6416424248225672,3.335027137308854,1,1
0.7711686619493507,-0.07242029732575041,0.09376884555484287,-0.9557354747137766,-0.24366859650540595,0,0
-2.7754350644716226,-2.350077897726841,0.7281494123791071,0.16014861042427436,2.12123198287708,2,2
